SIRIUS_ID	MS2	type	Project	FT_ID	name	molecularFormula	adduct	most specific class	level 5	subclass	class	superclass
246	MS2	all	HoloFish	247	246_MS2_all_HoloFish_247	C15H30F2O	[M + Na]+	Primary alcohols	Primary alcohols	Alcohols and polyols	Organooxygen compounds	Organic oxygen compounds
249	MS2	all	HoloFish	250	249_MS2_all_HoloFish_250	C14H28O2	[M + H]+	Long-chain fatty acids	Long-chain fatty acids	Fatty acids and conjugates	Fatty Acyls	Lipids and lipid-like molecules
250	MS2	all	HoloFish	251	250_MS2_all_HoloFish_251	C26H39NO5S	[M + H]+	"Bile acids, alcohols and derivatives"		"Bile acids, alcohols and derivatives"	Steroids and steroid derivatives	Lipids and lipid-like molecules
251	MS2	all	HoloFish	252	251_MS2_all_HoloFish_252	C23H40N2O4	[M + H]+	N-acyl-L-glutamines	Amino acids and derivatives	"Amino acids, peptides, and analogues"	Carboxylic acids and derivatives	Organic acids and derivatives
252	MS2	all	HoloFish	253	252_MS2_all_HoloFish_253	C24H35N5O10	[M + H]+	Lipids and lipid-like molecules				Lipids and lipid-like molecules
253	MS2	all	HoloFish	254	253_MS2_all_HoloFish_254	C12H16B2O2	[M + H]+	Monocarboxylic acids and derivatives		Monocarboxylic acids and derivatives	Carboxylic acids and derivatives	Organic acids and derivatives
254	MS2	all	HoloFish	255	254_MS2_all_HoloFish_255	C15H22O4	[M + H]+	Prenol lipids			Prenol lipids	Lipids and lipid-like molecules
256	MS2	all	HoloFish	257	256_MS2_all_HoloFish_257	C20H39NO5	[M + H]+	Acyl carnitines	Acyl carnitines	Fatty acid esters	Fatty Acyls	Lipids and lipid-like molecules
257	MS2	all	HoloFish	258	257_MS2_all_HoloFish_258	C24H38O4	[M + H]+	Benzoic acid esters	Benzoic acid esters	Benzoic acids and derivatives	Benzene and substituted derivatives	Benzenoids
258	MS2	all	HoloFish	259	258_MS2_all_HoloFish_259	C20H37NO4	[M + H]+	Long-chain fatty acids	Long-chain fatty acids	Fatty acids and conjugates	Fatty Acyls	Lipids and lipid-like molecules
260	MS2	all	HoloFish	261	260_MS2_all_HoloFish_261	C28H48N4O11	[M + Na]+	Amino acids and derivatives	Amino acids and derivatives	"Amino acids, peptides, and analogues"	Carboxylic acids and derivatives	Organic acids and derivatives
261	MS2	all	HoloFish	262	261_MS2_all_HoloFish_262	C26H39NO5S	[M + H]+	"Bile acids, alcohols and derivatives"		"Bile acids, alcohols and derivatives"	Steroids and steroid derivatives	Lipids and lipid-like molecules
262	MS2	all	HoloFish	263	262_MS2_all_HoloFish_263	C25H32F5NO4	[M + H]+	3-hydroxysteroids	3-hydroxysteroids	Hydroxysteroids	Steroids and steroid derivatives	Lipids and lipid-like molecules
263	MS2	all	HoloFish	264	263_MS2_all_HoloFish_264	C12H22BN2O2	[M + H]+	Imidazoles		Imidazoles	Azoles	Organoheterocyclic compounds
266	MS2	all	HoloFish	267	266_MS2_all_HoloFish_267	C41H56N6O8	[M + H]+	Oligopeptides	Peptides	"Amino acids, peptides, and analogues"	Carboxylic acids and derivatives	Organic acids and derivatives
268	MS2	all	HoloFish	269	268_MS2_all_HoloFish_269	C24H41N3O6	[M + H]+	Histidine and derivatives	Amino acids and derivatives	"Amino acids, peptides, and analogues"	Carboxylic acids and derivatives	Organic acids and derivatives
269	MS2	all	HoloFish	270	269_MS2_all_HoloFish_270	C30H40N4O6	[M + H]+	Oligopeptides	Peptides	"Amino acids, peptides, and analogues"	Carboxylic acids and derivatives	Organic acids and derivatives
271	MS2	all	HoloFish	272	271_MS2_all_HoloFish_272	C30H37N5O2	[M + H]+	Steroids and steroid derivatives			Steroids and steroid derivatives	Lipids and lipid-like molecules
272	MS2	all	HoloFish	273	272_MS2_all_HoloFish_273	C13H21N	[M + H]+	Pyridines and derivatives			Pyridines and derivatives	Organoheterocyclic compounds
273	MS2	all	HoloFish	274	273_MS2_all_HoloFish_274	C23H41FN4O6	[M + H]+	Oligopeptides	Peptides	"Amino acids, peptides, and analogues"	Carboxylic acids and derivatives	Organic acids and derivatives
274	MS2	all	HoloFish	275	274_MS2_all_HoloFish_275	C19H35NO6	[M + H]+	Fatty acid esters		Fatty acid esters	Fatty Acyls	Lipids and lipid-like molecules
275	MS2	all	HoloFish	276	275_MS2_all_HoloFish_276	C19H37NO4	[M + H]+	"1,2-aminoalcohols"	Alkanolamines	Amines	Organonitrogen compounds	Organic nitrogen compounds
277	MS2	all	HoloFish	278	277_MS2_all_HoloFish_278	C31H37N5O4	[M + H]+	Steroids and steroid derivatives			Steroids and steroid derivatives	Lipids and lipid-like molecules
279	MS2	all	HoloFish	280	279_MS2_all_HoloFish_280	C33H43N5O7	[M + H]+	Oligopeptides	Peptides	"Amino acids, peptides, and analogues"	Carboxylic acids and derivatives	Organic acids and derivatives
280	MS2	all	HoloFish	281	280_MS2_all_HoloFish_281	C24H36N4O6	[M + H]+	Oligopeptides	Peptides	"Amino acids, peptides, and analogues"	Carboxylic acids and derivatives	Organic acids and derivatives
281	MS2	all	HoloFish	282	281_MS2_all_HoloFish_282	C30H41N3O9	[M + H]+	Dipeptides	Peptides	"Amino acids, peptides, and analogues"	Carboxylic acids and derivatives	Organic acids and derivatives
283	MS2	all	HoloFish	284	283_MS2_all_HoloFish_284	C32H41N5O6	[M + H]+	Oligopeptides	Peptides	"Amino acids, peptides, and analogues"	Carboxylic acids and derivatives	Organic acids and derivatives
286	MS2	all	HoloFish	287	286_MS2_all_HoloFish_287	C24H38N8O5	[M + H]+	Oligopeptides	Peptides	"Amino acids, peptides, and analogues"	Carboxylic acids and derivatives	Organic acids and derivatives
287	MS2	all	HoloFish	288	287_MS2_all_HoloFish_288	C30H35N5O	[M + H]+	3-hydroxysteroids	3-hydroxysteroids	Hydroxysteroids	Steroids and steroid derivatives	Lipids and lipid-like molecules
290	MS2	all	HoloFish	291	290_MS2_all_HoloFish_291	C33H35NO6	[M + H]+	Benzoic acids and derivatives		Benzoic acids and derivatives	Benzene and substituted derivatives	Benzenoids
291	MS2	all	HoloFish	292	291_MS2_all_HoloFish_292	C8H22N4O3	[M + H]+	Organonitrogen compounds			Organonitrogen compounds	Organic nitrogen compounds
292	MS2	all	HoloFish	293	292_MS2_all_HoloFish_293	C12H16N4O7	[M + H]+	Amino acids	Amino acids and derivatives	"Amino acids, peptides, and analogues"	Carboxylic acids and derivatives	Organic acids and derivatives
293	MS2	all	HoloFish	294	293_MS2_all_HoloFish_294	C19H35NO5S	[M + H]+	Leukotrienes	Leukotrienes	Eicosanoids	Fatty Acyls	Lipids and lipid-like molecules
294	MS2	all	HoloFish	295	294_MS2_all_HoloFish_295	C21H18F2N2O2	[M + H]+	Fluorobenzenes	Fluorobenzenes	Halobenzenes	Benzene and substituted derivatives	Benzenoids
295	MS2	all	HoloFish	296	295_MS2_all_HoloFish_296	C21H36FN3O4	[M + H]+	Indoles and derivatives			Indoles and derivatives	Organoheterocyclic compounds
296	MS2	all	HoloFish	297	296_MS2_all_HoloFish_297	C19H24N2O2S	[M + H]+	Alkaloids and derivatives				Alkaloids and derivatives
297	MS2	all	HoloFish	298	297_MS2_all_HoloFish_298	C22H26F2N2O	[M + H]+	Indoles and derivatives			Indoles and derivatives	Organoheterocyclic compounds
298	MS2	all	HoloFish	299	298_MS2_all_HoloFish_299	C10H8O3	[M + H]+	Benzoic acids and derivatives		Benzoic acids and derivatives	Benzene and substituted derivatives	Benzenoids
299	MS2	all	HoloFish	300	299_MS2_all_HoloFish_300	C21H39N7O8	[M + Na]+	Peptides	Peptides	"Amino acids, peptides, and analogues"	Carboxylic acids and derivatives	Organic acids and derivatives
300	MS2	all	HoloFish	301	300_MS2_all_HoloFish_301	C31H40N6O4	[M + H]+	Hydroxysteroids		Hydroxysteroids	Steroids and steroid derivatives	Lipids and lipid-like molecules
301	MS2	all	HoloFish	302	301_MS2_all_HoloFish_302	C20H28O3	[M + H]+	Diterpenoids		Diterpenoids	Prenol lipids	Lipids and lipid-like molecules
302	MS2	all	HoloFish	303	302_MS2_all_HoloFish_303	C47H75NO12	[M + H]+	Glycinated bile acids and derivatives	Glycinated bile acids and derivatives	"Bile acids, alcohols and derivatives"	Steroids and steroid derivatives	Lipids and lipid-like molecules
303	MS2	all	HoloFish	304	303_MS2_all_HoloFish_304	C14H26O4	[M + H]+	Fatty acid esters		Fatty acid esters	Fatty Acyls	Lipids and lipid-like molecules
304	MS2	all	HoloFish	305	304_MS2_all_HoloFish_305	C16H35NO3S	[M + H]+	Sulfonyls			Sulfonyls	Organosulfur compounds
305	MS2	all	HoloFish	306	305_MS2_all_HoloFish_306	C18H31B2NO4	[M + H]+	Borinic acid esters		Borinic acid esters	Borinic acid derivatives	Organic acids and derivatives
306	MS2	all	HoloFish	307	306_MS2_all_HoloFish_307	C15H24O2	[M + H]+	Prenol lipids			Prenol lipids	Lipids and lipid-like molecules
307	MS2	all	HoloFish	308	307_MS2_all_HoloFish_308	C14H30FNO3	[M + H]+	Alkyl halides			Alkyl halides	Organohalogen compounds
309	MS2	all	HoloFish	310	309_MS2_all_HoloFish_310	C8H12	[M + H]+	Branched unsaturated hydrocarbons		Branched unsaturated hydrocarbons	Unsaturated hydrocarbons	Hydrocarbons
310	MS2	all	HoloFish	311	310_MS2_all_HoloFish_311	C33H43N5O7	[M + H]+	Oligopeptides	Peptides	"Amino acids, peptides, and analogues"	Carboxylic acids and derivatives	Organic acids and derivatives
312	MS2	all	HoloFish	313	312_MS2_all_HoloFish_313	C24H45N7O10	[M + H]+	Oligopeptides	Peptides	"Amino acids, peptides, and analogues"	Carboxylic acids and derivatives	Organic acids and derivatives
313	MS2	all	HoloFish	314	313_MS2_all_HoloFish_314	C21H33N3O4	[M + H]+	Oligopeptides	Peptides	"Amino acids, peptides, and analogues"	Carboxylic acids and derivatives	Organic acids and derivatives
314	MS2	all	HoloFish	315	314_MS2_all_HoloFish_315	C23H41NO4S	[M + H]+	N-acyl-L-alpha-amino acids	Amino acids and derivatives	"Amino acids, peptides, and analogues"	Carboxylic acids and derivatives	Organic acids and derivatives
315	MS2	all	HoloFish	316	315_MS2_all_HoloFish_316	C24H35N5O10	[M + H]+	Lipids and lipid-like molecules				Lipids and lipid-like molecules
316	MS2	all	HoloFish	317	316_MS2_all_HoloFish_317	C12H19N	[M + H]+	Organonitrogen compounds			Organonitrogen compounds	Organic nitrogen compounds
317	MS2	all	HoloFish	318	317_MS2_all_HoloFish_318	C21H33N3O4	[M + H]+	Oligopeptides	Peptides	"Amino acids, peptides, and analogues"	Carboxylic acids and derivatives	Organic acids and derivatives
318	MS2	all	HoloFish	319	318_MS2_all_HoloFish_319	C25H35NO4	[M + H]+	Tyrosine and derivatives	Amino acids and derivatives	"Amino acids, peptides, and analogues"	Carboxylic acids and derivatives	Organic acids and derivatives
320	MS2	all	HoloFish	321	320_MS2_all_HoloFish_321	C30H35N5O	[M + H]+	Aminopyrimidines and derivatives	Aminopyrimidines and derivatives	Pyrimidines and pyrimidine derivatives	Diazines	Organoheterocyclic compounds
322	MS2	all	HoloFish	323	322_MS2_all_HoloFish_323	C23H37NO4	[M + H]+	Tyrosine and derivatives	Amino acids and derivatives	"Amino acids, peptides, and analogues"	Carboxylic acids and derivatives	Organic acids and derivatives
325	MS2	all	HoloFish	326	325_MS2_all_HoloFish_326	C22H39N4O8P	[M + H]+	Dipeptides	Peptides	"Amino acids, peptides, and analogues"	Carboxylic acids and derivatives	Organic acids and derivatives
326	MS2	all	HoloFish	327	326_MS2_all_HoloFish_327	C24H35N5O10	[M + H]+	Lipids and lipid-like molecules				Lipids and lipid-like molecules
327	MS2	all	HoloFish	328	327_MS2_all_HoloFish_328	C31H53N11O11	[M + H]+	Oligopeptides	Peptides	"Amino acids, peptides, and analogues"	Carboxylic acids and derivatives	Organic acids and derivatives
328	MS2	all	HoloFish	329	328_MS2_all_HoloFish_329	C30H40N4O6	[M + H]+	Oligopeptides	Peptides	"Amino acids, peptides, and analogues"	Carboxylic acids and derivatives	Organic acids and derivatives
329	MS2	all	HoloFish	330	329_MS2_all_HoloFish_330	C21H28N2O4	[M + H]+	Amino acids and derivatives	Amino acids and derivatives	"Amino acids, peptides, and analogues"	Carboxylic acids and derivatives	Organic acids and derivatives
330	MS2	all	HoloFish	331	330_MS2_all_HoloFish_331	C24H36O2	[M + H]+	"Bile acids, alcohols and derivatives"		"Bile acids, alcohols and derivatives"	Steroids and steroid derivatives	Lipids and lipid-like molecules
332	MS2	all	HoloFish	333	332_MS2_all_HoloFish_333	C25H36O4	[M + H]+	"Bile acids, alcohols and derivatives"		"Bile acids, alcohols and derivatives"	Steroids and steroid derivatives	Lipids and lipid-like molecules
333	MS2	all	HoloFish	334	333_MS2_all_HoloFish_334	C18H36O5	[M + H]+	Long-chain fatty acids	Long-chain fatty acids	Fatty acids and conjugates	Fatty Acyls	Lipids and lipid-like molecules
334	MS2	all	HoloFish	335	334_MS2_all_HoloFish_335	C19H33NO5	[M + H]+	Acyl carnitines	Acyl carnitines	Fatty acid esters	Fatty Acyls	Lipids and lipid-like molecules
336	MS2	all	HoloFish	337	336_MS2_all_HoloFish_337	C8H4O3	[M + H]+	Phthalic anhydrides	Phthalic anhydrides	Benzofuranones	Benzofurans	Organoheterocyclic compounds
337	MS2	all	HoloFish	338	337_MS2_all_HoloFish_338	C14H24N6O3	[M + H]+	Dipeptides	Peptides	"Amino acids, peptides, and analogues"	Carboxylic acids and derivatives	Organic acids and derivatives
340	MS2	all	HoloFish	341	340_MS2_all_HoloFish_341	C34H27N5O4	[M + H]+	Benzene and substituted derivatives			Benzene and substituted derivatives	Benzenoids
341	MS2	all	HoloFish	342	341_MS2_all_HoloFish_342	C12H20O3	[M + H]+	Carboxylic acids		Carboxylic acids	Carboxylic acids and derivatives	Organic acids and derivatives
342	MS2	all	HoloFish	343	342_MS2_all_HoloFish_343	C20H39NO5	[M + H]+	Acyl carnitines	Acyl carnitines	Fatty acid esters	Fatty Acyls	Lipids and lipid-like molecules
343	MS2	all	HoloFish	344	343_MS2_all_HoloFish_344	C24H38O4	[M + H]+	"Dihydroxy bile acids, alcohols and derivatives"	"Hydroxy bile acids, alcohols and derivatives"	"Bile acids, alcohols and derivatives"	Steroids and steroid derivatives	Lipids and lipid-like molecules
346	MS2	all	HoloFish	347	346_MS2_all_HoloFish_347	C13H14O2	[M + H]+	Benzene and substituted derivatives			Benzene and substituted derivatives	Benzenoids
347	MS2	all	HoloFish	348	347_MS2_all_HoloFish_348	C13H24O4	[M + H]+	Fatty acid esters		Fatty acid esters	Fatty Acyls	Lipids and lipid-like molecules
348	MS2	all	HoloFish	349	348_MS2_all_HoloFish_349	C30H40N6O3	[M + H]+	"Dihydroxy bile acids, alcohols and derivatives"	"Hydroxy bile acids, alcohols and derivatives"	"Bile acids, alcohols and derivatives"	Steroids and steroid derivatives	Lipids and lipid-like molecules
351	MS2	all	HoloFish	352	351_MS2_all_HoloFish_352	C19H37NO4	[M + H]+	Secondary alcohols	Secondary alcohols	Alcohols and polyols	Organooxygen compounds	Organic oxygen compounds
353	MS2	all	HoloFish	354	353_MS2_all_HoloFish_354	C18H30O4	[M + H]+	Prostaglandins and related compounds	Prostaglandins and related compounds	Eicosanoids	Fatty Acyls	Lipids and lipid-like molecules
354	MS2	all	HoloFish	355	354_MS2_all_HoloFish_355	C11H24BN5O3	[M + H]+	Heteroaromatic compounds			Heteroaromatic compounds	Organoheterocyclic compounds
355	MS2	all	HoloFish	356	355_MS2_all_HoloFish_356	C12H23NO3	[M + H]+	Amino acids	Amino acids and derivatives	"Amino acids, peptides, and analogues"	Carboxylic acids and derivatives	Organic acids and derivatives
356	MS2	all	HoloFish	357	356_MS2_all_HoloFish_357	C18H34O5	[M + H]+	Secondary alcohols	Secondary alcohols	Alcohols and polyols	Organooxygen compounds	Organic oxygen compounds
358	MS2	all	HoloFish	359	358_MS2_all_HoloFish_359	C7H12O2	[M + H]+	Straight chain fatty acids	Straight chain fatty acids	Fatty acids and conjugates	Fatty Acyls	Lipids and lipid-like molecules
359	MS2	all	HoloFish	360	359_MS2_all_HoloFish_360	C23H41FN4O6	[M + H]+	Oligopeptides	Peptides	"Amino acids, peptides, and analogues"	Carboxylic acids and derivatives	Organic acids and derivatives
361	MS2	all	HoloFish	362	361_MS2_all_HoloFish_362	CH4BBrO3	[M + H]+	Boronic acids		Boronic acids	Boronic acid derivatives	Organic acids and derivatives
362	MS2	all	HoloFish	363	362_MS2_all_HoloFish_363	C23H39NO14	[M + H]+	Aminocyclitol glycosides	Aminosaccharides	Carbohydrates and carbohydrate conjugates	Organooxygen compounds	Organic oxygen compounds
363	MS2	all	HoloFish	364	363_MS2_all_HoloFish_364	C9H16O3	[M + H]+	Fatty Acyls			Fatty Acyls	Lipids and lipid-like molecules
364	MS2	all	HoloFish	365	364_MS2_all_HoloFish_365	C29H37NO4	[M + H]+	Steroids and steroid derivatives			Steroids and steroid derivatives	Lipids and lipid-like molecules
365	MS2	all	HoloFish	366	365_MS2_all_HoloFish_366	C21H39NO6	[M + H]+	Fatty acid esters		Fatty acid esters	Fatty Acyls	Lipids and lipid-like molecules
366	MS2	all	HoloFish	367	366_MS2_all_HoloFish_367	C9H16O3	[M + H]+	Monocarboxylic acids and derivatives		Monocarboxylic acids and derivatives	Carboxylic acids and derivatives	Organic acids and derivatives
372	MS2	all	HoloFish	373	372_MS2_all_HoloFish_373	C18H26N2O	[M + H]+	Phenols			Phenols	Benzenoids
374	MS2	all	HoloFish	375	374_MS2_all_HoloFish_375	C14H24FN3O4	[M + H]+	Dipeptides	Peptides	"Amino acids, peptides, and analogues"	Carboxylic acids and derivatives	Organic acids and derivatives
378	MS2	all	HoloFish	379	378_MS2_all_HoloFish_379	C19H33NO5	[M + H]+	N-acyl-alpha amino acids and derivatives	Amino acids and derivatives	"Amino acids, peptides, and analogues"	Carboxylic acids and derivatives	Organic acids and derivatives
381	MS2	all	HoloFish	382	381_MS2_all_HoloFish_382	C9H24N4O4	[M + H]+	Monoalkylamines	Primary amines	Amines	Organonitrogen compounds	Organic nitrogen compounds
382	MS2	all	HoloFish	383	382_MS2_all_HoloFish_383	C21H18F2N2O2	[M + H]+	Fluorobenzenes	Fluorobenzenes	Halobenzenes	Benzene and substituted derivatives	Benzenoids
383	MS2	all	HoloFish	384	383_MS2_all_HoloFish_384	C31H37N5O4	[M + H]+	Steroids and steroid derivatives			Steroids and steroid derivatives	Lipids and lipid-like molecules
384	MS2	all	HoloFish	385	384_MS2_all_HoloFish_385	C26H39NO5S	[M + H]+	"Bile acids, alcohols and derivatives"		"Bile acids, alcohols and derivatives"	Steroids and steroid derivatives	Lipids and lipid-like molecules
385	MS2	all	HoloFish	386	385_MS2_all_HoloFish_386	C24H37N5O4	[M + H]+	Glutamic acid and derivatives	Amino acids and derivatives	"Amino acids, peptides, and analogues"	Carboxylic acids and derivatives	Organic acids and derivatives
387	MS2	all	HoloFish	388	387_MS2_all_HoloFish_388	C22H32O5	[M + H]+	Carboxylic acid derivatives		Carboxylic acid derivatives	Carboxylic acids and derivatives	Organic acids and derivatives
392	MS2	all	HoloFish	393	392_MS2_all_HoloFish_393	C41H56N6O8	[M + H]+	Oligopeptides	Peptides	"Amino acids, peptides, and analogues"	Carboxylic acids and derivatives	Organic acids and derivatives
394	MS2	all	HoloFish	395	394_MS2_all_HoloFish_395	C24H37N5O4	[M + H]+	Glutamic acid and derivatives	Amino acids and derivatives	"Amino acids, peptides, and analogues"	Carboxylic acids and derivatives	Organic acids and derivatives
396	MS2	all	HoloFish	397	396_MS2_all_HoloFish_397	C11H24F2N4	[M + H]+	Aryl fluorides		Aryl fluorides	Aryl halides	Organohalogen compounds
397	MS2	all	HoloFish	398	397_MS2_all_HoloFish_398	C43H58N6O9	[M + H]+	Oligopeptides	Peptides	"Amino acids, peptides, and analogues"	Carboxylic acids and derivatives	Organic acids and derivatives
398	MS2	all	HoloFish	399	398_MS2_all_HoloFish_399	C18H37NO5	[M + H]+	Long-chain fatty acids	Long-chain fatty acids	Fatty acids and conjugates	Fatty Acyls	Lipids and lipid-like molecules
401	MS2	all	HoloFish	402	401_MS2_all_HoloFish_402	C14H23N	[M + H]+	Pyridines and derivatives			Pyridines and derivatives	Organoheterocyclic compounds
402	MS2	all	HoloFish	403	402_MS2_all_HoloFish_403	C29H41NO6	[M + H]+	Glycinated bile acids and derivatives	Glycinated bile acids and derivatives	"Bile acids, alcohols and derivatives"	Steroids and steroid derivatives	Lipids and lipid-like molecules
403	MS2	all	HoloFish	404	403_MS2_all_HoloFish_404	C19H35NO5	[M + H]+	Acyl carnitines	Acyl carnitines	Fatty acid esters	Fatty Acyls	Lipids and lipid-like molecules
404	MS2	all	HoloFish	405	404_MS2_all_HoloFish_405	C30H35N5O	[M + H]+	3-hydroxysteroids	3-hydroxysteroids	Hydroxysteroids	Steroids and steroid derivatives	Lipids and lipid-like molecules
405	MS2	all	HoloFish	406	405_MS2_all_HoloFish_406	C29H37NO4	[M + H]+	"Bile acids, alcohols and derivatives"		"Bile acids, alcohols and derivatives"	Steroids and steroid derivatives	Lipids and lipid-like molecules
406	MS2	all	HoloFish	407	406_MS2_all_HoloFish_407	C19H28O	[M + H]+	Fatty Acyls			Fatty Acyls	Lipids and lipid-like molecules
407	MS2	all	HoloFish	408	407_MS2_all_HoloFish_408	C31H42N2O7	[M + H]+	Fatty amides		Fatty amides	Fatty Acyls	Lipids and lipid-like molecules
408	MS2	all	HoloFish	409	408_MS2_all_HoloFish_409	C13H21N	[M + H]+	Pyridines and derivatives			Pyridines and derivatives	Organoheterocyclic compounds
409	MS2	all	HoloFish	410	409_MS2_all_HoloFish_410	C10H16O5	[M + H]+	Carboxylic acid esters	Carboxylic acid esters	Carboxylic acid derivatives	Carboxylic acids and derivatives	Organic acids and derivatives
411	MS2	all	HoloFish	412	411_MS2_all_HoloFish_412	C25H36BN3O6	[M + H]+	Oligopeptides	Peptides	"Amino acids, peptides, and analogues"	Carboxylic acids and derivatives	Organic acids and derivatives
412	MS2	all	HoloFish	413	412_MS2_all_HoloFish_413	C6H10O2	[M + H]+	Straight chain fatty acids	Straight chain fatty acids	Fatty acids and conjugates	Fatty Acyls	Lipids and lipid-like molecules
413	MS2	all	HoloFish	414	413_MS2_all_HoloFish_414	C24H41N3O7	[M + H]+	Dipeptides	Peptides	"Amino acids, peptides, and analogues"	Carboxylic acids and derivatives	Organic acids and derivatives
414	MS2	all	HoloFish	415	414_MS2_all_HoloFish_415	C30H40N6O3	[M + H]+	"Dihydroxy bile acids, alcohols and derivatives"	"Hydroxy bile acids, alcohols and derivatives"	"Bile acids, alcohols and derivatives"	Steroids and steroid derivatives	Lipids and lipid-like molecules
415	MS2	all	HoloFish	416	415_MS2_all_HoloFish_416	C23H34O2	[M + H]+	Very long-chain fatty acids	Very long-chain fatty acids	Fatty acids and conjugates	Fatty Acyls	Lipids and lipid-like molecules
416	MS2	all	HoloFish	417	416_MS2_all_HoloFish_417	C23H39NO14	[M + H]+	Aminocyclitol glycosides	Aminosaccharides	Carbohydrates and carbohydrate conjugates	Organooxygen compounds	Organic oxygen compounds
417	MS2	all	HoloFish	418	417_MS2_all_HoloFish_418	C33H58O14	[M + H]+	Glycosylglycerols		Glycosylglycerols	Glycerolipids	Lipids and lipid-like molecules
419	MS2	all	HoloFish	420	419_MS2_all_HoloFish_420	C29H35NO4	[M + H]+	Delta-5-steroids		Delta-5-steroids	Steroids and steroid derivatives	Lipids and lipid-like molecules
420	MS2	all	HoloFish	421	420_MS2_all_HoloFish_421	C33H37NO7	[M + H]+	Glycinated bile acids and derivatives	Glycinated bile acids and derivatives	"Bile acids, alcohols and derivatives"	Steroids and steroid derivatives	Lipids and lipid-like molecules
421	MS2	all	HoloFish	422	421_MS2_all_HoloFish_422	C29H35NO4	[M + H]+	Delta-5-steroids		Delta-5-steroids	Steroids and steroid derivatives	Lipids and lipid-like molecules
422	MS2	all	HoloFish	423	422_MS2_all_HoloFish_423	C30H35N5O2	[M + H]+	3-beta-hydroxy delta-5-steroids	3-hydroxysteroids	Hydroxysteroids	Steroids and steroid derivatives	Lipids and lipid-like molecules
424	MS2	all	HoloFish	425	424_MS2_all_HoloFish_425	C41H56N6O8	[M + H]+	Oligopeptides	Peptides	"Amino acids, peptides, and analogues"	Carboxylic acids and derivatives	Organic acids and derivatives
425	MS2	all	HoloFish	426	425_MS2_all_HoloFish_426	C12H19N	[M + H]+	Phenylalkylamines	Aralkylamines	Amines	Organonitrogen compounds	Organic nitrogen compounds
426	MS2	all	HoloFish	427	426_MS2_all_HoloFish_427	C14H26O4	[M + H]+	Fatty acid esters		Fatty acid esters	Fatty Acyls	Lipids and lipid-like molecules
427	MS2	all	HoloFish	428	427_MS2_all_HoloFish_428	C32H41N5O6	[M + H]+	Oligopeptides	Peptides	"Amino acids, peptides, and analogues"	Carboxylic acids and derivatives	Organic acids and derivatives
428	MS2	all	HoloFish	429	428_MS2_all_HoloFish_429	C8H22N4O3	[M + H]+	Monoalkylamines	Primary amines	Amines	Organonitrogen compounds	Organic nitrogen compounds
429	MS2	all	HoloFish	430	429_MS2_all_HoloFish_430	C16H30O4	[M + H]+	Dicarboxylic acids and derivatives		Dicarboxylic acids and derivatives	Carboxylic acids and derivatives	Organic acids and derivatives
430	MS2	all	HoloFish	431	430_MS2_all_HoloFish_431	C23H41FN4O6	[M + H]+	Peptides	Peptides	"Amino acids, peptides, and analogues"	Carboxylic acids and derivatives	Organic acids and derivatives
431	MS2	all	HoloFish	432	431_MS2_all_HoloFish_432	C33H37NO7	[M + H]+	"Hydroxy bile acids, alcohols and derivatives"	"Hydroxy bile acids, alcohols and derivatives"	"Bile acids, alcohols and derivatives"	Steroids and steroid derivatives	Lipids and lipid-like molecules
432	MS2	all	HoloFish	433	432_MS2_all_HoloFish_433	C27H42N6O10	[M + H]+	Dipeptides	Peptides	"Amino acids, peptides, and analogues"	Carboxylic acids and derivatives	Organic acids and derivatives
433	MS2	all	HoloFish	434	433_MS2_all_HoloFish_434	C23H39NO14	[M + H]+	O-glycosyl compounds	Glycosyl compounds	Carbohydrates and carbohydrate conjugates	Organooxygen compounds	Organic oxygen compounds
434	MS2	all	HoloFish	435	434_MS2_all_HoloFish_435	C25H43NO6	[M + H]+	Glycinated bile acids and derivatives	Glycinated bile acids and derivatives	"Bile acids, alcohols and derivatives"	Steroids and steroid derivatives	Lipids and lipid-like molecules
435	MS2	all	HoloFish	436	435_MS2_all_HoloFish_436	C33H37NO7	[M + H]+	"Trihydroxy bile acids, alcohols and derivatives"	"Hydroxy bile acids, alcohols and derivatives"	"Bile acids, alcohols and derivatives"	Steroids and steroid derivatives	Lipids and lipid-like molecules
436	MS2	all	HoloFish	437	436_MS2_all_HoloFish_437	C9H12N2O6P2	[M + Na]+	Aminopyrimidines and derivatives	Aminopyrimidines and derivatives	Pyrimidines and pyrimidine derivatives	Diazines	Organoheterocyclic compounds
437	MS2	all	HoloFish	438	437_MS2_all_HoloFish_438	C11H15F	[M + K]+	Fluorobenzenes	Fluorobenzenes	Halobenzenes	Benzene and substituted derivatives	Benzenoids
438	MS2	all	HoloFish	439	438_MS2_all_HoloFish_439	C21H36FN3O4	[M + H]+	Indoles and derivatives			Indoles and derivatives	Organoheterocyclic compounds
439	MS2	all	HoloFish	440	439_MS2_all_HoloFish_440	C13H13Cl	[M + H]+	Chlorobenzenes	Chlorobenzenes	Halobenzenes	Benzene and substituted derivatives	Benzenoids
441	MS2	all	HoloFish	442	441_MS2_all_HoloFish_442	C20H33NO4S	[M + H]+	N-acyl-alpha amino acids and derivatives	Amino acids and derivatives	"Amino acids, peptides, and analogues"	Carboxylic acids and derivatives	Organic acids and derivatives
