SIRIUS_ID	MS2	type	Project	FT_ID	name	molecularFormula	adduct	most specific class	level 5	subclass	class	superclass
803	MS2	all	HoloFish	804	803_MS2_all_HoloFish_804	C12H23FO3	[M + H]+	Halogenated fatty acids	Halogenated fatty acids	Fatty acids and conjugates	Fatty Acyls	Lipids and lipid-like molecules
804	MS2	all	HoloFish	805	804_MS2_all_HoloFish_805	C35H42N8O8	[M + H]+	Oligopeptides	Peptides	"Amino acids, peptides, and analogues"	Carboxylic acids and derivatives	Organic acids and derivatives
805	MS2	all	HoloFish	806	805_MS2_all_HoloFish_806	C24H44N4O7S	[M + H]+	Glycinated bile acids and derivatives	Glycinated bile acids and derivatives	"Bile acids, alcohols and derivatives"	Steroids and steroid derivatives	Lipids and lipid-like molecules
806	MS2	all	HoloFish	807	806_MS2_all_HoloFish_807	C16H27N5O6	[M + H]+	Fatty Acyls			Fatty Acyls	Lipids and lipid-like molecules
807	MS2	all	HoloFish	808	807_MS2_all_HoloFish_808	C35H34N4O4	[M + H]+	Oligopeptides	Peptides	"Amino acids, peptides, and analogues"	Carboxylic acids and derivatives	Organic acids and derivatives
809	MS2	all	HoloFish	810	809_MS2_all_HoloFish_810	C14H26O3	[M + H]+	Long-chain fatty acids	Long-chain fatty acids	Fatty acids and conjugates	Fatty Acyls	Lipids and lipid-like molecules
810	MS2	all	HoloFish	811	810_MS2_all_HoloFish_811	C12H24N3O2	[M + H]+	Amino acids	Amino acids and derivatives	"Amino acids, peptides, and analogues"	Carboxylic acids and derivatives	Organic acids and derivatives
811	MS2	all	HoloFish	812	811_MS2_all_HoloFish_812	C23H28N2O3	[M + H]+	Alpha amino acids and derivatives	Amino acids and derivatives	"Amino acids, peptides, and analogues"	Carboxylic acids and derivatives	Organic acids and derivatives
812	MS2	all	HoloFish	813	812_MS2_all_HoloFish_813	C11H21FO3	[M + H]+	Halogenated fatty acids	Halogenated fatty acids	Fatty acids and conjugates	Fatty Acyls	Lipids and lipid-like molecules
813	MS2	all	HoloFish	814	813_MS2_all_HoloFish_814	C10H21NO6	[M + H]+	Amino fatty acids	Amino fatty acids	Fatty acids and conjugates	Fatty Acyls	Lipids and lipid-like molecules
814	MS2	all	HoloFish	815	814_MS2_all_HoloFish_815	C11H20FN5O2	[M + H]+	Amino acids	Amino acids and derivatives	"Amino acids, peptides, and analogues"	Carboxylic acids and derivatives	Organic acids and derivatives
815	MS2	all	HoloFish	816	815_MS2_all_HoloFish_816	C29H35N5O2	[M + K]+	Steroids and steroid derivatives			Steroids and steroid derivatives	Lipids and lipid-like molecules
817	MS2	all	HoloFish	818	817_MS2_all_HoloFish_818	C10H15N3O2	[M + H]+	Alpha amino acids and derivatives	Amino acids and derivatives	"Amino acids, peptides, and analogues"	Carboxylic acids and derivatives	Organic acids and derivatives
818	MS2	all	HoloFish	819	818_MS2_all_HoloFish_819	C12H19BN6O4	[M + H]+	Dipeptides	Peptides	"Amino acids, peptides, and analogues"	Carboxylic acids and derivatives	Organic acids and derivatives
819	MS2	all	HoloFish	820	819_MS2_all_HoloFish_820	C31H43NO8	[M + Na]+	Phenylalanine and derivatives	Amino acids and derivatives	"Amino acids, peptides, and analogues"	Carboxylic acids and derivatives	Organic acids and derivatives
820	MS2	all	HoloFish	821	820_MS2_all_HoloFish_821	C20H28N4O5	[M + H]+	Oligopeptides	Peptides	"Amino acids, peptides, and analogues"	Carboxylic acids and derivatives	Organic acids and derivatives
821	MS2	all	HoloFish	822	821_MS2_all_HoloFish_822	C22H41FN4O7	[M + H]+	Oligopeptides	Peptides	"Amino acids, peptides, and analogues"	Carboxylic acids and derivatives	Organic acids and derivatives
822	MS2	all	HoloFish	823	822_MS2_all_HoloFish_823	C18H26B2N2O3	[M + H]+	Benzene and substituted derivatives			Benzene and substituted derivatives	Benzenoids
823	MS2	all	HoloFish	824	823_MS2_all_HoloFish_824	C18H36O3	[M + K]+	Long-chain fatty acids	Long-chain fatty acids	Fatty acids and conjugates	Fatty Acyls	Lipids and lipid-like molecules
827	MS2	all	HoloFish	828	827_MS2_all_HoloFish_828	C29H35NO4	[M + H]+	3-hydroxy delta-5-steroids	3-hydroxysteroids	Hydroxysteroids	Steroids and steroid derivatives	Lipids and lipid-like molecules
829	MS2	all	HoloFish	830	829_MS2_all_HoloFish_830	C16H25BN6O4S	[M + H]+	Peptides	Peptides	"Amino acids, peptides, and analogues"	Carboxylic acids and derivatives	Organic acids and derivatives
830	MS2	all	HoloFish	831	830_MS2_all_HoloFish_831	C3H9NO4S	[M + K]+	Alkanesulfonic acids and derivatives	Alkanesulfonic acids and derivatives	Organosulfonic acids and derivatives	Organic sulfonic acids and derivatives	Organic acids and derivatives
831	MS2	all	HoloFish	832	831_MS2_all_HoloFish_832	C31H40N6O4	[M + H]+	3-hydroxysteroids	3-hydroxysteroids	Hydroxysteroids	Steroids and steroid derivatives	Lipids and lipid-like molecules
835	MS2	all	HoloFish	836	835_MS2_all_HoloFish_836	C30H35N5O2	[M + H]+	3-beta-hydroxy delta-5-steroids	3-hydroxysteroids	Hydroxysteroids	Steroids and steroid derivatives	Lipids and lipid-like molecules
836	MS2	all	HoloFish	837	836_MS2_all_HoloFish_837	C21H26N2O3	[M + H]+	Amino acids and derivatives	Amino acids and derivatives	"Amino acids, peptides, and analogues"	Carboxylic acids and derivatives	Organic acids and derivatives
837	MS2	all	HoloFish	838	837_MS2_all_HoloFish_838	C30H53N7O8	[M + H]+	Oligopeptides	Peptides	"Amino acids, peptides, and analogues"	Carboxylic acids and derivatives	Organic acids and derivatives
838	MS2	all	HoloFish	839	838_MS2_all_HoloFish_839	C25H37N5O7	[M + H]+	Oligopeptides	Peptides	"Amino acids, peptides, and analogues"	Carboxylic acids and derivatives	Organic acids and derivatives
840	MS2	all	HoloFish	841	840_MS2_all_HoloFish_841	C27H47NO11	[M + H]+	Amino acids	Amino acids and derivatives	"Amino acids, peptides, and analogues"	Carboxylic acids and derivatives	Organic acids and derivatives
841	MS2	all	HoloFish	842	841_MS2_all_HoloFish_842	C29H37NO4	[M + H]+	"Bile acids, alcohols and derivatives"		"Bile acids, alcohols and derivatives"	Steroids and steroid derivatives	Lipids and lipid-like molecules
842	MS2	all	HoloFish	843	842_MS2_all_HoloFish_843	C31H39N3O4	[M + H]+	"Dihydroxy bile acids, alcohols and derivatives"	"Hydroxy bile acids, alcohols and derivatives"	"Bile acids, alcohols and derivatives"	Steroids and steroid derivatives	Lipids and lipid-like molecules
843	MS2	all	HoloFish	844	843_MS2_all_HoloFish_844	C9H14O	[M + H]+	Carbonyl compounds		Carbonyl compounds	Organooxygen compounds	Organic oxygen compounds
844	MS2	all	HoloFish	845	844_MS2_all_HoloFish_845	C31H35N5O2	[M + H]+	Steroids and steroid derivatives			Steroids and steroid derivatives	Lipids and lipid-like molecules
845	MS2	all	HoloFish	846	845_MS2_all_HoloFish_846	C9H14O	[M + H]+	Prenol lipids			Prenol lipids	Lipids and lipid-like molecules
846	MS2	all	HoloFish	847	846_MS2_all_HoloFish_847	C5H8Cl2N2	[M + H]+	Aryl halides			Aryl halides	Organohalogen compounds
848	MS2	all	HoloFish	849	848_MS2_all_HoloFish_849	C8H9N4O7P	[M + Na]+	Purine nucleotides			Purine nucleotides	"Nucleosides, nucleotides, and analogues"
849	MS2	all	HoloFish	850	849_MS2_all_HoloFish_850	C24H38O4	[M + H]+	Benzoic acid esters	Benzoic acid esters	Benzoic acids and derivatives	Benzene and substituted derivatives	Benzenoids
850	MS2	all	HoloFish	851	850_MS2_all_HoloFish_851	C13H28O4	[M + H]+	Dialkyl ethers	Dialkyl ethers	Ethers	Organooxygen compounds	Organic oxygen compounds
852	MS2	all	HoloFish	853	852_MS2_all_HoloFish_853	C13H22BN2O2	[M + H]+	Boronic acids		Boronic acids	Boronic acid derivatives	Organic acids and derivatives
853	MS2	all	HoloFish	854	853_MS2_all_HoloFish_854	C15H25N	[M + H]+	Pyridines and derivatives			Pyridines and derivatives	Organoheterocyclic compounds
854	MS2	all	HoloFish	855	854_MS2_all_HoloFish_855	C21H39NO6	[M + H]+	Fatty acid esters		Fatty acid esters	Fatty Acyls	Lipids and lipid-like molecules
855	MS2	all	HoloFish	856	855_MS2_all_HoloFish_856	C9H18B3N3O3	[M + Na]+	Dipeptides	Peptides	"Amino acids, peptides, and analogues"	Carboxylic acids and derivatives	Organic acids and derivatives
856	MS2	all	HoloFish	857	856_MS2_all_HoloFish_857	C17H29NO5	[M + H]+	N-acyl-alpha amino acids and derivatives	Amino acids and derivatives	"Amino acids, peptides, and analogues"	Carboxylic acids and derivatives	Organic acids and derivatives
857	MS2	all	HoloFish	858	857_MS2_all_HoloFish_858	C16H21N3O2	[M + H]+	Azoles			Azoles	Organoheterocyclic compounds
858	MS2	all	HoloFish	859	858_MS2_all_HoloFish_859	C10H18O3	[M + H]+	Fatty Acyls			Fatty Acyls	Lipids and lipid-like molecules
860	MS2	all	HoloFish	861	860_MS2_all_HoloFish_861	C7H16B2N4O2	[M + H]+	Boronic acids		Boronic acids	Boronic acid derivatives	Organic acids and derivatives
861	MS2	all	HoloFish	862	861_MS2_all_HoloFish_862	C12H23NO2	[M + H]+	Amino acids	Amino acids and derivatives	"Amino acids, peptides, and analogues"	Carboxylic acids and derivatives	Organic acids and derivatives
862	MS2	all	HoloFish	863	862_MS2_all_HoloFish_863	C34H49N7O10	[M + H]+	Oligopeptides	Peptides	"Amino acids, peptides, and analogues"	Carboxylic acids and derivatives	Organic acids and derivatives
863	MS2	all	HoloFish	864	863_MS2_all_HoloFish_864	C7H16B2N4O2	[M + H]+	Boronic acids		Boronic acids	Boronic acid derivatives	Organic acids and derivatives
864	MS2	all	HoloFish	865	864_MS2_all_HoloFish_865	C15H32N2O5	[M + H]+	Fatty Acyls			Fatty Acyls	Lipids and lipid-like molecules
865	MS2	all	HoloFish	866	865_MS2_all_HoloFish_866	C25H41B3O6	[M + H]+	"Hydroxy bile acids, alcohols and derivatives"	"Hydroxy bile acids, alcohols and derivatives"	"Bile acids, alcohols and derivatives"	Steroids and steroid derivatives	Lipids and lipid-like molecules
866	MS2	all	HoloFish	867	866_MS2_all_HoloFish_867	C11H20O2	[M + H]+	Prenol lipids			Prenol lipids	Lipids and lipid-like molecules
867	MS2	all	HoloFish	868	867_MS2_all_HoloFish_868	C12H23N	[M + H]+	Cyclohexylamines		Cyclohexylamines	Organonitrogen compounds	Organic nitrogen compounds
868	MS2	all	HoloFish	869	868_MS2_all_HoloFish_869	C10H20N2O	[M + Na]+	Organonitrogen compounds			Organonitrogen compounds	Organic nitrogen compounds
869	MS2	all	HoloFish	870	869_MS2_all_HoloFish_870	C30H37N5O2	[M + H]+	Alpha amino acid amides	Amino acids and derivatives	"Amino acids, peptides, and analogues"	Carboxylic acids and derivatives	Organic acids and derivatives
870	MS2	all	HoloFish	871	870_MS2_all_HoloFish_871	C9H16O2	[M + H]+	Medium-chain aldehydes	Aldehydes	Carbonyl compounds	Organooxygen compounds	Organic oxygen compounds
871	MS2	all	HoloFish	872	871_MS2_all_HoloFish_872	C10H12N3O3	[M + H]+	Benzoic acids and derivatives		Benzoic acids and derivatives	Benzene and substituted derivatives	Benzenoids
872	MS2	all	HoloFish	873	872_MS2_all_HoloFish_873	C9H16O3	[M + H]+	Fatty acids and conjugates		Fatty acids and conjugates	Fatty Acyls	Lipids and lipid-like molecules
873	MS2	all	HoloFish	874	873_MS2_all_HoloFish_874	C16H30O4	[M + H]+	Dicarboxylic acids and derivatives		Dicarboxylic acids and derivatives	Carboxylic acids and derivatives	Organic acids and derivatives
874	MS2	all	HoloFish	875	874_MS2_all_HoloFish_875	C33H39NO8	[M + H]+	Steroids and steroid derivatives			Steroids and steroid derivatives	Lipids and lipid-like molecules
875	MS2	all	HoloFish	876	875_MS2_all_HoloFish_876	C24H38O4	[M + H]+	Benzoic acid esters	Benzoic acid esters	Benzoic acids and derivatives	Benzene and substituted derivatives	Benzenoids
876	MS2	all	HoloFish	877	876_MS2_all_HoloFish_877	C36H54N10O11	[M + H]+	Oligopeptides	Peptides	"Amino acids, peptides, and analogues"	Carboxylic acids and derivatives	Organic acids and derivatives
877	MS2	all	HoloFish	878	877_MS2_all_HoloFish_878	C20H34N4O8	[M + H]+	Dipeptides	Peptides	"Amino acids, peptides, and analogues"	Carboxylic acids and derivatives	Organic acids and derivatives
879	MS2	all	HoloFish	880	879_MS2_all_HoloFish_880	C21H32N2O7	[M + H]+	Dipeptides	Peptides	"Amino acids, peptides, and analogues"	Carboxylic acids and derivatives	Organic acids and derivatives
880	MS2	all	HoloFish	881	880_MS2_all_HoloFish_881	C24H36N4O8	[M + H]+	Oligopeptides	Peptides	"Amino acids, peptides, and analogues"	Carboxylic acids and derivatives	Organic acids and derivatives
881	MS2	all	HoloFish	882	881_MS2_all_HoloFish_882	C21H40N2O4	[M + Na]+	N-acyl-L-glutamines	Amino acids and derivatives	"Amino acids, peptides, and analogues"	Carboxylic acids and derivatives	Organic acids and derivatives
882	MS2	all	HoloFish	883	882_MS2_all_HoloFish_883	C16H22O4	[M + H]+	Benzoic acid esters	Benzoic acid esters	Benzoic acids and derivatives	Benzene and substituted derivatives	Benzenoids
883	MS2	all	HoloFish	884	883_MS2_all_HoloFish_884	C9H14O2	[M + H]+	"Alpha,beta-unsaturated carbonyl compounds"	"Alpha,beta-unsaturated carbonyl compounds"	Carbonyl compounds	Organooxygen compounds	Organic oxygen compounds
